dataset,filters,kernel_size,lstm_units,dropout,learning_rate,batch_size,val_loss,val_accuracy,precision,recall,f1,epochs_used,method
Sleep-EDF,32,3,128,0.2,0.005,48,0.9916040301322937,0.553125,0.5875162854661262,0.5378677823813603,0.518555052858345,4,Simulated Annealing
Sleep-EDF,32,3,128,0.1,0.005,48,1.1693531274795532,0.4796875,0.6249835456144185,0.48620107383726036,0.4690836302563187,4,Simulated Annealing
Sleep-EDF,32,3,128,0.2,0.005,64,1.1193715333938599,0.521875,0.48877189477189475,0.5019147050958539,0.4597826645799226,4,Simulated Annealing
Sleep-EDF,32,3,128,0.2,0.001,48,1.1070424318313599,0.53125,0.5434787005129328,0.5197361051202546,0.5249379913595844,4,Simulated Annealing
Sleep-EDF,16,3,128,0.2,0.001,48,1.0274258852005005,0.5671875,0.5624876828973179,0.5577139505275295,0.5540478321401159,4,Simulated Annealing
Sleep-EDF,16,2,128,0.2,0.001,48,1.041944146156311,0.5796875,0.6167141474947517,0.5690300178434612,0.567537918548161,4,Simulated Annealing
Sleep-EDF,16,2,128,0.2,0.001,32,1.135669231414795,0.5328125,0.5042692490841012,0.5123807028826003,0.4602428935400213,4,Simulated Annealing
Sleep-EDF,16,3,128,0.2,0.001,32,0.9211403727531433,0.61953125,0.5858846062053483,0.6036230057843227,0.5816188199401671,4,Simulated Annealing
Sleep-EDF,16,3,128,0.2,0.001,16,0.8991050720214844,0.6078125,0.6049192695938186,0.5933295409697326,0.5934383497515563,4,Simulated Annealing
Sleep-EDF,16,3,128,0.2,0.001,32,1.010041356086731,0.55,0.5490996422022777,0.5331315471922439,0.527539487361034,4,Simulated Annealing
Sleep-EDF,16,3,128,0.1,0.001,32,0.9806577563285828,0.56953125,0.5270373693418329,0.5535062018861734,0.5305232303567129,4,Simulated Annealing
Sleep-EDF,32,3,128,0.1,0.001,32,0.8801940083503723,0.62265625,0.6163185633502068,0.6071578630208919,0.5883635527594361,4,Simulated Annealing
Sleep-EDF,32,3,128,0.1,0.005,32,0.970437228679657,0.5734375,0.5702671846660121,0.5657761724844579,0.5589306009735613,4,Simulated Annealing
Sleep-EDF,32,3,128,0.1,0.0005,32,0.9094905853271484,0.59296875,0.5737915682536661,0.5764917128073473,0.5645859726216973,4,Simulated Annealing
Sleep-EDF,32,3,128,0.2,0.0005,32,0.9010448455810547,0.6140625,0.6126411010322984,0.6014035087608531,0.5894303155141895,4,Simulated Annealing
Sleep-EDF,32,3,128,0.3,0.0005,32,1.089313268661499,0.534375,0.5148174919994826,0.5171942593750384,0.49096375428912575,4,Simulated Annealing
Sleep-EDF,16,3,128,0.3,0.0005,32,1.1040347814559937,0.54375,0.49528849424195015,0.5263619028980722,0.4866235550201904,4,Simulated Annealing
Sleep-EDF,16,3,128,0.3,0.0001,32,1.1538819074630737,0.52890625,0.48021356643433444,0.5079493766752845,0.45144829473391185,4,Simulated Annealing
Sleep-EDF,16,3,128,0.3,0.0001,32,1.1588819026947021,0.50703125,0.4172822492614651,0.48671913842875086,0.41723382287486543,4,Simulated Annealing
Sleep-EDF,16,3,96,0.3,0.0001,32,1.1170240640640259,0.525,0.46199246520833215,0.5084680610421566,0.45484205600000865,4,Simulated Annealing
Sleep-EDF,16,3,96,0.4,0.0001,32,1.1458395719528198,0.534375,0.4863644463644464,0.5138883293121873,0.4266292242681877,4,Simulated Annealing
Sleep-EDF,16,3,64,0.4,0.0001,32,1.2693321704864502,0.4265625,0.34579626015750964,0.4061287962722405,0.2933568230957874,4,Simulated Annealing
Sleep-EDF,16,3,64,0.4,0.0001,32,1.3032493591308594,0.4171875,0.37588813303099017,0.3952854730738561,0.2760863275702948,4,Simulated Annealing
Sleep-EDF,16,3,96,0.4,0.0001,16,1.2371906042099,0.46796875,0.40643538863333195,0.4483474617557466,0.36695826802514214,4,Simulated Annealing
Sleep-EDF,16,3,96,0.5,0.0001,16,1.2727241516113281,0.44921875,0.405060849113842,0.42809538907916006,0.32124104401928044,4,Simulated Annealing
