dataset,filters,kernel_size,lstm_units,dropout,learning_rate,batch_size,val_loss,val_accuracy,precision,recall,f1,epochs_used,method
Sleep-EDF,57,3,82,0.1989016251284346,0.009920421814988305,36,1.1890227794647217,0.4828125,0.5138438666283885,0.48785593701474267,0.4455567939677533,4,PSO
Sleep-EDF,61,4,78,0.10667469403184107,0.003951097049266244,40,1.168442964553833,0.459375,0.5694519223600103,0.46754454297854275,0.4727677735304293,4,PSO
Sleep-EDF,54,3,84,0.3608289079332737,0.001971902345197131,36,1.0079395771026611,0.565625,0.5567009882960823,0.556336715151727,0.5502271696557411,4,PSO
Sleep-EDF,56,3,76,0.2251062906761803,0.0074269181809478385,42,1.1737651824951172,0.528125,0.5308164258876882,0.5138074402070528,0.48359896525365986,4,PSO
Sleep-EDF,68,4,101,0.3018305311069538,0.008065108715827028,42,1.2080239057540894,0.4875,0.4943123837661217,0.47964917605535506,0.4392844101348129,4,PSO
Sleep-EDF,75,3,114,0.41131454710681575,0.00492038386744499,29,1.1174192428588867,0.50390625,0.467463562831294,0.48995539102188224,0.4410401329038935,4,PSO
Sleep-EDF,53,4,61,0.2762152709321556,0.00939387197716654,41,1.0043931007385254,0.565625,0.5507518133545759,0.5520941202662912,0.5446721175725961,4,PSO
Sleep-EDF,58,4,81,0.28067917409268744,0.0017968032278864096,42,0.9271949529647827,0.59921875,0.5841446751708402,0.5880145319050101,0.5847230063886796,4,PSO
Sleep-EDF,63,3,55,0.23012551938112427,0.008616384327478546,42,1.3541779518127441,0.3828125,0.4363230602566651,0.38279198882696414,0.31038352781186207,3,PSO
Sleep-EDF,83,3,75,0.19539156276373376,0.006769385049189217,32,1.089750051498413,0.50546875,0.5851735495945022,0.5121118632269013,0.4637283663701831,4,PSO
Sleep-EDF,64,3,89,0.2694498396485333,0.006210685783741613,35,1.0803799629211426,0.53125,0.5630661190545727,0.5285912026702924,0.5299242979986327,4,PSO
Sleep-EDF,65,4,79,0.2556147408212752,0.004508475849922447,40,1.0586532354354858,0.50390625,0.5515991040038235,0.493234624122519,0.45796234650898493,4,PSO
Sleep-EDF,47,3,87,0.23864226653574386,0.005608533732233237,33,1.202439546585083,0.4421875,0.5296381733204838,0.4487716603411117,0.4243350671228866,4,PSO
Sleep-EDF,58,4,78,0.20906456364991585,0.008643969578739032,42,1.0716198682785034,0.5359375,0.5725411954255806,0.520641446472575,0.5081441372201763,4,PSO
